Charity,Timestamp,id,viewCount,likeCount,favoriteCount,commentCount
Malala Fund,1739296566.5156555,RqAx5SeGT_Y,32,0.0,0,1.0
Communitopia,1739296566.7658668,9FNLoRhAWHg,30,3.0,0,0.0
WaterAid,1739296566.7658668,vaXmiy0ph4Q,24,3.0,0,0.0
Equal Justice Initiative,1739296566.7658668,q2XWX4eGSzk,4,0.0,0,0.0
Limbs for Life,1739296566.7658668,4G6nNGHT2wg,32,2.0,0,0.0
Cosmopolitan Party Foundation,1739296566.7658668,snHhDawECpc,30,1.0,0,0.0
Prison Book Program,1739296566.7658668,LFQHTOF7OP4,12,1.0,0,2.0
Legacy Youth Leadership,1739296566.7658668,nHadd1lvsk0,1290,158.0,0,24.0
She's The First,1739296566.7658668,6gLDG345BYA,10,2.0,0,1.0
Encouraging Women Across All Borders,1739296566.7658668,omk-RAUXtRs,4,0.0,0,0.0
Collaborative Family Healthcare Association,1739296566.7658668,192Sy3VILDk,25,1.0,0,0.0
PCHR,1739296566.7658668,hSYhBJEK2NQ,21,7.0,0,2.0
UNRWA USA,1739296566.7658668,M3r0Q73sfpw,23,7.0,0,2.0
FREE2LUV,1739296566.7658668,vEs8R03-h-8,17,1.0,0,0.0
Disability EmpowHer Network,1739296566.7658668,KaCAFG1oKgI,10,0.0,0,0.0
Prison Book Program,1739296566.7658668,GMIge_zAqRA,19,1.0,0,0.0
The Northwest Hub,1739296566.7658668,r8B00aaAay4,13,1.0,0,1.0
Not Forgotten,1739296566.7658668,tNlmWBTOxtg,14,1.0,0,0.0
ACLU,1739296566.7658668,oZWke0AjPUg,20,0.0,0,
This Star Won't Go Out,1739296566.7658668,cODIZZO9Lpg,45,8.0,0,2.0
Sandy Hook Promise,1739296566.7658668,LT-QblUea78,11,0.0,0,0.0
OpenMRS,1739296566.7658668,9K9ApHfiUF4,87,15.0,0,0.0
Digital4Good x #ICANHELP,1739296566.7658668,5Ws19y7Vi0g,22,3.0,0,0.0
The Superhero Project,1739296566.7658668,ErKhUbOPMRw,6,1.0,0,1.0
Day One,1739296566.7658668,Ftjj7UzVP2Q,20,2.0,0,0.0
Ophelias Place,1739296566.7658668,AbrkoU89LJA,15,1.0,0,1.0
DoSomething.org,1739296566.7658668,M4mbNoNFm7U,51,2.0,0,1.0
Giving What We Can,1739296566.7658668,P-iLbQWwvbU,55,9.0,0,0.0
Scarleteen,1739296566.7658668,uDylAlyOJhQ,38,3.0,0,2.0
She's The First,1739296566.7658668,rZzZhijtWEY,28,4.0,0,3.0
No Means No Worldwide,1739296566.7658668,8xuGqjh2tpE,25,2.0,0,0.0
Literacy for Life,1739296566.7658668,yGDp8HYKOk4,9,0.0,0,0.0
St. Jude Children's Research Hospital,1739296566.7658668,WKDFM9by1AI,5,0.0,0,0.0
NATIONAL LGBTQ TASK FORCE,1739296566.7658668,ZLpPZUcxIhI,67,3.0,0,0.0
American Foundation for Suicide Prevention,1739296566.7658668,8Q4_Os2b4EU,12,1.0,0,0.0
Aquatic Life Institute,1739296566.7658668,yi92iApYedc,14,0.0,0,0.0
LOVEPAWS,1739296566.7658668,C84i_b9UAAU,4,0.0,0,0.0
wellpower,1739296566.7658668,gAl27XrKnPw,15,2.0,0,0.0
Sinergia Animal,1739296566.7658668,GAwnMts_jDk,8,1.0,0,0.0
Thirst Project,1739296566.7658668,d8ctD_IqcTU,8,0.0,0,0.0
Centre for the Governance of AI,1739296566.7658668,Wj6To4Cvkd4,11,0.0,0,0.0
Seacology,1739296566.7658668,IXGbTByySQ4,57,3.0,0,0.0
Tinykittens,1739296566.7658668,LXeWkow-Egs,4,0.0,0,0.0
GLOBAL REFUGE,1739296566.7658668,y3Fer8VD64Q,30,3.0,0,0.0
Animal Sanctuary Aurora,1739296566.7658668,1TfErf1aNSk,16,3.0,0,0.0
Instrument Shop,1739296566.7658668,65TR20LQOLM,51,5.0,0,1.0
Sphinx Academy,1739296566.7658668,GxeY4Tok-iQ,12,1.0,0,0.0
Sentience,1739296566.7658668,L-EHVUn9hSQ,71,8.0,0,1.0
Kafessiz Turkiye,1739296566.7658668,rGWxS6kNc5E,6,0.0,0,0.0
Sinergia Animal,1739296566.7658668,gPVEtZYL1aY,9,0.0,0,0.0
Awakening Recovery,1739296566.7658668,ryvQjhKI7Rk,3,1.0,0,0.0
Mermaids UK,1739296566.992749,-MViUL06nHw,102,7.0,0,2.0
Time Out Youth,1739296566.992749,BqrsO-g8Aio,24,3.0,0,3.0
True Colors United,1739296566.992749,Zloo8G1faCY,22,5.0,0,0.0
Missoula Friends of the Shelter,1739296566.992749,vCaysaBRCHs,13,1.0,0,1.0
Thirst Project,1739296566.992749,4ccvi7IN0Xs,11,0.0,0,0.0
Thirst Project,1739296566.992749,SFMBiOCFX-k,7,0.0,0,0.0
Campaign Against Living Miserably,1739296566.992749,DonE1m6iQn4,160,17.0,0,0.0
Belong Center,1739296566.992749,ighOL3KLPpY,13,0.0,0,0.0
Happy Doggo,1739296566.992749,cgw2zMk5-gc,3992,1105.0,0,47.0
StepUp Greensboro,1739296566.992749,c-UVDeoy_mI,48,9.0,0,1.0
Palestinian American Community Center,1739296566.992749,w-kkBaehG8I,31,5.0,0,7.0
Asian American Community Fund of Pennsylvania,1739296566.992749,QS8KKg9z7iE,33,,0,7.0
Thirst Project,1739296566.992749,2O54BQ6jQJ8,8,1.0,0,0.0
Mollesnejta,1739296566.992749,cB_YPlKo4gs,29,8.0,0,1.0
Yoga and Sports for Refugees,1739296566.992749,FjtvPPwtpZQ,22,4.0,0,2.0
The Social Teahouse Foundation,1739296566.992749,4DZspjt9FAY,8,1.0,0,0.0
Animal Advocacy Careers,1739296566.992749,TSCJOuzXWFY,22,0.0,0,0.0
Queer Lexikon e.V.,1739296566.992749,dOQsMuhRLcw,34,7.0,0,0.0
Habibi.Works,1739296566.992749,qWkf7V2i9mY,21,1.0,0,0.0
Animal Advocacy Careers,1739296566.992749,Y6zA69ZtkSw,24,1.0,0,0.0
Habibi.Works,1739296566.992749,Xs2NpcSP7s8,39,5.0,0,0.0
Legacy Youth Leadership,1739296566.992749,HIz49A1EwrA,5,0.0,0,0.0
Stichting Heuvelrug Theater,1739296566.992749,RUDfjOJkzcs,75,6.0,0,0.0
Habibi.Works,1739296566.992749,FrMh7y1ctWs,56,1.0,0,0.0
Veganuary,1739296566.992749,xvgmypOM6qQ,103,21.0,0,5.0
A child a dream a future - Un enfant un rêve un avenir,1739296566.992749,XMSHR2dniI0,20,1.0,0,0.0
Animal Charity Evaluators,1739296566.992749,0JA_fxAzTd4,24,,0,0.0
Good Food Institute,1739296566.992749,aM_z8BowHIo,48,3.0,0,0.0
Acceptess-T,1739296566.992749,-I16aclOG0Q,29,2.0,0,0.0
She's The First,1739296566.992749,aO6fEnTv0C4,14,2.0,0,0.0
Kick it for Cancer,1739296566.992749,g9sabU5xzuQ,17,1.0,0,
Veganuary,1739296566.992749,oe21KLKup40,12,0.0,0,0.0
Veganuary,1739296566.992749,BFgOot11A3Q,91,20.0,0,4.0
Campaign Against Living Miserably,1739296566.992749,BShcMtCXyHE,774,149.0,0,11.0
Faunalytics,1739296566.992749,RpQtut7rbVg,28,6.0,0,0.0
Faunalytics,1739296566.992749,AXuKLzEzYB8,37,6.0,0,0.0
Good Food Institute,1739296566.992749,PBDU33b5NnI,25,5.0,0,0.0
ACTRA,1739296566.992749,k5Xxtw4bPcY,25,3.0,0,0.0
Children Change Colombia,1739296566.992749,Ctdgg3f_fz4,31,4.0,0,0.0
Access to Medicines Initiative,1739296566.992749,s7pclN8h2Qs,15,4.0,0,0.0
Good Food Institute,1739296566.992749,mufXVHo5wZU,13,1.0,0,0.0
GiveDirectly,1739296566.992749,BDy5M1IxNB4,4,1.0,0,0.0
Lead Exposure Elimination Project,1739296566.992749,7lIC7MuGFEw,11,1.0,0,1.0
Children's Future International,1739296566.992749,yDW9Cpgyddc,13,4.0,0,0.0
International Campaign to Abolish Nuclear Weapons,1739296566.992749,lmerP2002FY,6,1.0,0,0.0
She's The First,1739296566.992749,BUWGU6agTw4,32,4.0,0,0.0
Friends of Rescue Animals,1739296566.992749,ifU_B2YXHFE,10,0.0,0,0.0
Midtown Greenway Coalition,1739296566.992749,M56fqbPtUo8,8,0.0,0,0.0
Prescription Joy,1739296566.992749,yaf8XK005IM,7,1.0,0,0.0
Giving What We Can,1739296566.992749,JX4lMoT4AuU,190,29.0,0,1.0
New Roots Institute,1739296567.1959722,fhYG-T3q1HU,43,8.0,0,0.0
Meals For Unity,1739296567.1959722,mBJBXn3R_no,18,0.0,0,1.0
Global Changemakers,1739296567.1959722,Ujj1j2HrwOU,6,0.0,0,0.0
Kids of Hope School,1739296567.1959722,2m27ea0sAHY,107,4.0,0,
Ecology Project International,1739296567.1959722,TOnKSdt9ud8,8,0.0,0,0.0
Ecology Project International,1739296567.1959722,nWZy5k-J9Es,8,0.0,0,0.0
Ecology Project International,1739296567.1959722,A0Yl33PFKNQ,10,0.0,0,0.0
Ecology Project International,1739296567.1959722,c22X8uQRtes,9,0.0,0,0.0
Ecology Project International,1739296567.1959722,JRyE4PsuCw8,7,0.0,0,0.0
Ecology Project International,1739296567.1959722,bX6KROrdwP4,9,0.0,0,0.0
Autistica,1739296567.1959722,QFXb-CWH_IQ,10,0.0,0,0.0
Ecology Project International,1739296567.1959722,NgSEsKLD4BM,11,0.0,0,0.0
Ecology Project International,1739296567.1959722,0fsNrPG2hD0,6,0.0,0,0.0
Ecology Project International,1739296567.1959722,JnU4-CI9kms,15,0.0,0,0.0
Ecology Project International,1739296567.1959722,67QRqAZO3tQ,12,0.0,0,0.0
Ecology Project International,1739296567.1959722,71zfUyZ5d44,7,0.0,0,0.0
Ecology Project International,1739296567.1959722,ZECA6HZb9lk,11,0.0,0,0.0
Ecology Project International,1739296567.1959722,u09kmWZt0pw,14,3.0,0,0.0
Campaign Against Living Miserably,1739296567.1959722,d5QYP6Kvs78,53,1.0,0,1.0
Big Sky Youth Empowerment,1739296567.1959722,cP8moqTRNN8,8,0.0,0,0.0
Aquatic Life Institute,1739296567.1959722,csnKW74g6Mo,31,3.0,0,0.0
Underdog Animal Rescue and Rehab,1739296567.1959722,qxxKtXsvXi8,12,0.0,0,0.0
Prison Book Program,1739296567.1959722,TNbai9ilZys,29,2.0,0,2.0
ReliefAid,1739296567.1959722,yMPnTHj220k,170,4.0,0,0.0
TB Alliance,1739296567.1959722,Bxxdh9F4HPg,6,1.0,0,0.0
Fistula Foundation,1739296567.1959722,cLqCBcY6Quc,18,1.0,0,0.0
Legacy Youth Leadership,1739296567.1959722,kF_ZoD5B8zI,765,124.0,0,16.0
Autistica,1739296567.1959722,VBH5UbYV7cs,15,1.0,0,0.0
She's The First,1739296567.1959722,j7nQxGK4RVg,1049,207.0,0,14.0
PauseAI,1739296567.1959722,qOD05tpGcGA,31,4.0,0,0.0
selfm-aid,1739296567.1959722,Bdes9ZFx8BE,45,0.0,0,0.0
Wild Animal Initiative,1739296567.1959722,c46nRss4H1Y,70,8.0,0,1.0
Autistica,1739296567.1959722,iOMXZVYPl9M,20,1.0,0,1.0
RiseBoro Community Partnership,1739296567.1959722,FU3VUqmYqdM,32,2.0,0,0.0
Fungi Foundation,1739296567.1959722,F_aht8V1krw,11,0.0,0,1.0
ACLU,1739296567.1959722,iQFKTACdM84,129,4.0,0,0.0
selfm-aid,1739296567.1959722,AMCz9k5-jNs,20,0.0,0,0.0
Veganuary,1739296567.1959722,Jvb_ZGh_5WY,145,24.0,0,3.0
She's The First,1739296567.1959722,R5qSZOJn5kM,34,9.0,0,
Blood Cancer UK,1739296567.1959722,5GhkSMmOhKk,4,0.0,0,0.0
Autistica,1739296567.1959722,PAsUZmI8O0I,11,2.0,0,1.0
Teens4TeensHelp,1739296567.1959722,-45YVcHLzzk,25,0.0,0,0.0
Legacy Youth Leadership,1739296567.1959722,Sr_1VkhfTcI,16,1.0,0,0.0
Animal Equality,1739296567.1959722,1i4wZa4rrsQ,647,73.0,0,12.0
Autistica,1739296567.1959722,UXwO7XCYFjA,15,2.0,0,1.0
This Star Won't Go Out,1739296567.1959722,SYCLLYiDVzs,8,1.0,0,0.0
Legacy Youth Leadership,1739296567.1959722,iyRppvr16MU,8,1.0,0,0.0
"Safe To Be, Inc.",1739296567.1959722,vgjQMk0sZr0,21,1.0,0,2.0
Kate's Club,1739296567.1959722,G7SirW6ZLcY,54,11.0,0,0.0
Misfits Rehab,1739296567.1959722,Bk1KmdUb6rA,32,2.0,0,1.0
Kindness Begins with Me,1739296567.4252782,nYF_0PClM98,12,0.0,0,0.0
Habibi.Works,1739296567.4252782,UXsQugFHDXQ,175,5.0,0,0.0
Queer Liberation Library,1739296567.4252782,itcYvJI89a4,98,8.0,0,4.0
Furkids Animal Rescue & Shelters,1739296567.4252782,Uqrb0oGg6wc,11,0.0,0,0.0
On The Move Art Studio,1739296567.4252782,mVF1XB2Kcow,12,1.0,0,1.0
NephCure Kidney International,1739296567.4252782,yFpYHMxivrU,12,1.0,0,4.0
ProVeg International,1739296567.4252782,UW16EnO2-Hk,94,4.0,0,0.0
Squires Empowering Young Dads,1739296567.4252782,oU8T0-BTdB0,28,2.0,0,1.0
World Central Kitchen,1739296567.4252782,xrpsNmqPOJ8,47,4.0,0,8.0
Give Kids the World,1739296567.4252782,x1jvIn5SImc,19,0.0,0,0.0
Centre for the Governance of AI,1739296567.4252782,nrOgoyPoysg,15,2.0,0,0.0
Spiro,1739296567.4252782,Gf1yNKRN6m8,37,6.0,0,4.0
Against Malaria Foundation,1739296567.4252782,ojnCQES1X5w,18,1.0,0,1.0
Missoula Urban Demonstration Project (MUD),1739296567.4252782,bs0PK85S0nQ,19,1.0,0,0.0
Legacy Youth Leadership,1739296567.4252782,PE-X9Q2PmVw,38,1.0,0,0.0
American Humane Society,1739296567.4252782,9scCrzOLRQo,228,15.0,0,3.0
Associação Auxílio e Amizade (Aid & Friendship Association),1739296567.4252782,4iIaphydDE8,100,9.0,0,7.0
Teens4TeensHelp,1739296567.4252782,UijfbnqE5Yc,34,1.0,0,
Habibi.Works,1739296567.4252782,bp8YFv0L1qw,152,14.0,0,0.0
Legacy Youth Leadership,1739296567.4252782,mg9iKHCNMjI,9,0.0,0,0.0
Barefoot Shakespeare Company,1739296567.4252782,2aOSsO4xUls,8,1.0,0,2.0
Sustainability Matters,1739296567.4252782,4P419a8MFd4,135,10.0,0,1.0
She's The First,1739296567.4252782,hmiZHeuyJmQ,37,4.0,0,4.0
Camp Lilac,1739296567.4252782,QD4WF2EvD2I,57,8.0,0,2.0
ReliefAid,1739296567.4252782,PwUxuIlcJf4,235,5.0,0,1.0
Youth With A Mission Hopeland,1739296567.4252782,Sz9dD5w1uCY,56,4.0,0,0.0
Doctors Without Borders,1739296567.4252782,66QRzXghR-0,17,0.0,0,2.0
Animal Charity Evaluators,1739296567.4252782,0jw8LvKMSZo,33,0.0,0,0.0
ReliefAid,1739296567.4252782,yfGHDX0rUWs,106,2.0,0,1.0
Habibi.Works,1739296567.4252782,Nb2KanuAUQM,179,9.0,0,0.0
ReliefAid,1739296567.4252782,rdTxkuSPxD0,137,6.0,0,2.0
Girl Scouts of the USA,1739296567.4252782,1nKaDnTa1Y4,8,0.0,0,
Chattanooga Free Store,1739296567.4252782,nGUz1vSgWsI,29,2.0,0,5.0
Legacy Youth Leadership,1739296567.4252782,19sMrqcuFz4,10,0.0,0,0.0
Legacy Youth Leadership,1739296567.4252782,qVdJZtr_1zs,23,0.0,0,0.0
Chris Wivholm Foundation,1739296567.4252782,BaoTrXPAYE0,36,2.0,0,0.0
Habibi.Works,1739296567.4252782,TysN0anTcHU,73,6.0,0,0.0
Greater Change Foundation,1739296567.4252782,uUgC8hTDw8I,14,1.0,0,1.0
Rainbow Trust Children's Charity,1739296567.4252782,tPuGP8BoKsI,133,5.0,0,2.0
Habibi.Works,1739296567.4252782,Q7aUOh_kf5Y,202,10.0,0,1.0
Seattle Humane Society,1739296567.4252782,CMW6QB-pfdA,40,0.0,0,0.0
Manchester True Collaborative,1739296567.4252782,aTdVVLXPYAc,28,2.0,0,3.0
ReliefAid,1739296567.4252782,dSG6nu4XAPQ,844,53.0,0,1.0
ReliefAid,1739296567.4252782,wGQ2DcycMNs,227,4.0,0,1.0
Herd and Flock Animal Sanctuary,1739296567.4252782,o5mbFcooXIg,15,1.0,0,0.0
Foundation for an Independent Tomorrow (FIT),1739296567.4252782,sabrxrhHND0,6,0.0,0,1.0
"Renesting Project, Inc.",1739296567.4252782,QS3SF_wkSiI,65,6.0,0,4.0
Campaign Against Living Miserably,1739296567.4252782,8IVxR8HOnV8,53,8.0,0,4.0
Habibi.Works,1739296567.4252782,_PCuOnUcDOU,157,6.0,0,0.0
The Trevor Project,1739296567.4252782,zfOIAd-NDfw,19,0.0,0,
St Raphael's Hospice,1739296567.60161,s0XTtDoky1A,28,1.0,0,0.0
The Pet Fund,1739296567.60161,D_2pLO7XNDw,49,5.0,0,4.0
Habibi.Works,1739296567.60161,OvSLHDsNpZ4,187,9.0,0,0.0
APOPO Herorats,1739296567.60161,ZA20UYZ8Gpc,31,6.0,0,3.0
The American Red Cross,1739296567.60161,xDvaO_Keng8,20,0.0,0,0.0
Suubi Teen MOPS Uganda,1739296567.60161,Al22z1VSfBI,205,15.0,0,
Burma Skincare Initiative,1739296567.60161,DThjJNTS41E,15,0.0,0,
Thirst Project,1739296567.60161,lBJ44ywglQI,11,0.0,0,0.0
Mastodon,1739296567.60161,nRJQe18ranQ,58,4.0,0,0.0
Friends of Lackota Animal Sanctuary,1739296567.60161,9rMTQdQG7FA,25,1.0,0,3.0
Survival International,1739296567.60161,byqORhFkrJU,22,1.0,0,0.0
Habibi.Works,1739296567.60161,QxpG88FymGs,143,10.0,0,0.0
Habibi.Works,1739296567.60161,4DPdqkkPTqU,277,18.0,0,0.0
Other People Fund,1739296567.60161,_BocnoTit-0,63,8.0,0,1.0
One Heart Project,1739300167.94937,yxUFeqwxgug,32,0.0,0,0.0
Soul Bilíngue,1739300167.94937,2qu2dJYfVQ0,10,1.0,0,0.0
The Savannah Children's Theatre,1739300167.94937,9jTdIJpIPBM,14,0.0,0,1.0
Puzzle Pieces Squared,1739300167.94937,nCXYThUOymQ,64,0.0,0,
Sembrando Esperanza (Reforest Ecuador),1739300167.94937,FPIsg1ZWFrA,8,1.0,0,1.0
Pink Ribbon Good,1739300167.94937,q-kL8x8KbuU,15,1.0,0,0.0
Haiti Partners,1739300167.94937,RKZ7JtSBZHs,63,0.0,0,0.0
Mahim Aboli Foundation,1739300167.94937,grqDjqXmK8g,28,2.0,0,
She's The First,1739300167.94937,tB4L-S1BFsw,14,2.0,0,1.0
Pamoja Community-Based Organisation,1739300167.94937,5mYVVoNAdcY,7,0.0,0,0.0
Kindness Begins with Me,1739300167.94937,elTn8w-jAqk,8,0.0,0,0.0
Animal Wonders,1739300167.94937,GQUdk1ElX4s,1907,373.0,0,29.0
Earth Hero,1739300167.94937,AR5F9-9cDJg,16,3.0,0,0.0
People Against Landlord Abuse & Tenant Exploitation,1739300167.94937,agH6GDy9-vE,97,6.0,0,2.0
National Abortion Federation,1739300167.94937,KMq_1J3MqkA,53,3.0,0,0.0
Planet Reimagined,1739300167.94937,iaJ6x5Ep3q0,10,1.0,0,0.0
Viral Vegans,1739300167.94937,nvHojj_CM5M,31,1.0,0,1.0
THE HOSPICE CASA SPERANTEI FOUNDATION,1739300167.94937,wxRSNsxmOII,20,1.0,0,0.0
LitShop,1739300167.94937,SmYuRpnDxU4,15,1.0,0,0.0
Lost-N-Found Youth,1739300167.94937,4UhTl8ngFbk,27,2.0,0,1.0
Viral Vegans,1739300167.94937,tqfYLqy1o54,82,,0,4.0
Pamoja Community-Based Organisation,1739300167.94937,TLH6WHCSj0E,12,2.0,0,0.0
Ocean Conservancy,1739300167.94937,0AG0TA_UdQg,7,0.0,0,0.0
Veganuary,1739300167.94937,ecFpndTEC_k,22,1.0,0,0.0
"Batten Disease Support, Research, and Advocacy Foundation",1739300167.94937,vTuwMCRN9Xc,21,0.0,0,0.0
Queer Camp,1739300167.94937,isxucovx1pw,34,3.0,0,
Exotic Animals Rescue and Pet Sanctuary,1739300167.94937,OqwLvEBuPbo,23,1.0,0,0.0
Thirst Project,1739300167.94937,ltj1huqGaIY,3,0.0,0,0.0
A Cat's Life Rescue,1739300167.94937,TlJxTgNEaTE,28,2.0,0,0.0
Yoga and Sports for Refugees,1739300167.94937,lQyP6uls5u0,33,4.0,0,0.0
Archaeology in the Community,1739300167.94937,V6sIRYU8HME,8,1.0,0,0.0
DOSE Artist Collective,1739300167.94937,wWz8EAYxxGc,11,0.0,0,0.0
SameSame,1739300167.94937,kVBUzFZzhXE,7,0.0,0,0.0
Aquatic Life Institute,1739300167.94937,yF-nJSQNvk8,71,7.0,0,2.0
UNRWA USA,1739300167.94937,j4PJ4feHUS0,18,5.0,0,5.0
Viral Vegans,1739300167.94937,LJxx8amBotU,202,34.0,0,2.0
A Moment of Magic Foundation,1739300167.94937,Lq-WY80j_js,9,1.0,0,
Student Advocacy Center of Michigan,1739300167.94937,W0hJGlggUT0,15,0.0,0,0.0
"International Fund for Animal Welfare, Inc.",1739300167.94937,Mpa1JQxU5Is,3,0.0,0,0.0
New Incentives,1739300167.94937,OqPp6XhG6ak,10,0.0,0,0.0
Camp Fatima of New Jersey,1739300167.94937,6Y0CEUBB2EY,21,0.0,0,0.0
She's The First,1739300167.94937,BAZNgpuLI1A,10,2.0,0,1.0
The Humane League,1739300167.94937,rKyHMBIPD0M,94,3.0,0,0.0
Viral Vegans,1739300167.94937,G6CDx-S1IVk,13,3.0,0,0.0
Fish Welfare Initiative,1739300167.94937,86gOwygi7Q4,39,2.0,0,0.0
Animal Advocacy Africa,1739300167.94937,0NsIM-UsNgk,11,0.0,0,0.0
Global Citizen Adventure Corps,1739300167.94937,pKSI16X96go,8,0.0,0,0.0
Legacy Youth Leadership,1739300167.94937,5sFc70TDr4w,8,1.0,0,0.0
Archaeology in the Community,1739300167.94937,nBFxnDrfpUQ,8,1.0,0,0.0
Vida Plena,1739300167.94937,_JNMCzqspsY,9,0.0,0,0.0
Family Promise of the Jersey Shore,1739300168.1953225,BFKfcpBChyw,21,1.0,0,0.0
Habibi.Works,1739300168.1953225,L5UbzlKEqqk,24,0.0,0,0.0
Wings of Rescue,1739300168.1953225,in406LTN6tY,26,,0,0.0
Habibi.Works,1739300168.1953225,ro7ofJaeD8M,9,1.0,0,0.0
Parkinson's UK,1739300168.1953225,8ZtIQ03p1m4,13,0.0,0,0.0
MIND Research Institute,1739300168.1953225,ddXf3uOj-3Y,16,0.0,0,0.0
ProVeg International,1739300168.1953225,M6-61INs5eo,9,2.0,0,1.0
Art Meets Education,1739300168.1953225,BCbI05varXY,16,0.0,0,0.0
EMU International Scholarship Fund,1739300168.1953225,XW4vMSMoDVE,34,4.0,0,0.0
International Campaign to Abolish Nuclear Weapons,1739300168.1953225,OeUEM5BWuo0,5,0.0,0,0.0
Sprach- und Bildungsförderung SprInt gGmbH,1739300168.1953225,mpbzp2akuT8,15,1.0,0,1.0
Campaign Against Living Miserably,1739300168.1953225,Xj73Rxg_evA,12,0.0,0,0.0
Bail Project,1739300168.1953225,gZTaX9hJ1n4,8,0.0,0,0.0
Palestinian Youth Movement,1739300168.1953225,wT9QFBYLG1U,2,0.0,0,0.0
National Abortion Federation,1739300168.1953225,JBKKJb_M3CU,10,0.0,0,0.0
National Abortion Federation,1739300168.1953225,86OHukSFCB0,9,0.0,0,0.0
War Child,1739300168.1953225,JWj86Ul-rSk,81,7.0,0,0.0
ReFOCUS Media Labs,1739300168.1953225,X-4_Pv5j7_4,25,3.0,0,0.0
Seacology,1739300168.1953225,2lR8QTkqvw4,11,2.0,0,0.0
Cure CLCN6,1739300168.1953225,GriWDWSuDoQ,11,1.0,0,1.0
Girls for change Initiative,1739300168.1953225,531Csu1WYSg,6,0.0,0,0.0
Small Miracles,1739300168.1953225,a1w7YAdqrq0,14,0.0,0,0.0
ASISTA Immigration Assistance,1739300168.1953225,8SOhKeKEg-0,4,1.0,0,0.0
Lets Plant e.V.,1739300168.1953225,SCKLiE6vbo0,6,0.0,0,0.0
Thirst Project,1739300168.1953225,_xs_If6ZYQ8,84,4.0,0,
Hear Your Song,1739300168.1953225,pValiVTC_OA,3,0.0,0,0.0
The Friendship Circle,1739300168.1953225,VnxvYaHQ5GM,25,2.0,0,0.0
The Starfish Foundation,1739300168.1953225,78UdfaoOMUE,18,2.0,0,0.0
Michael J. Fox Foundation,1739300168.1953225,OecVeMx8dcQ,25,5.0,0,2.0
Now I Lay Me Down to Sleep,1739300168.1953225,EJrwlQRZH3c,77,12.0,0,0.0
Alveus Sanctuary,1739300168.1953225,BXpGj9xtuik,8,0.0,0,0.0
LifeSmart Education,1739300168.1953225,zFBVCA6EJqI,15,2.0,0,0.0
The J.E.D. Foundation,1739300168.1953225,DuzKAoRRrxk,6,0.0,0,0.0
War Child,1739300168.1953225,SY8zztFtJi4,5,,0,0.0
cancer research institute,1739300168.1953225,u99OyBTLinw,9,2.0,0,0.0
Campaign Against Living Miserably,1739300168.1953225,KHG-aeaPE8Y,22,2.0,0,0.0
Gamers Outreach,1739300168.1953225,NWSBm9ad50w,39,6.0,0,3.0
"Carabiner Collections, Inc.",1739300168.1953225,7y7pwxzGTE0,31,6.0,0,0.0
Puppies Behind Bars,1739300168.1953225,Y3fKGOPyC8I,17,6.0,0,0.0
Project Drawdown,1739300168.1953225,_-klp4LR0dE,19,4.0,0,
She's The First,1739300168.1953225,oXl1ooMdq00,159,3.0,0,1.0
ReliefAid,1739300168.1953225,4qHyKYXp9SM,21,1.0,0,0.0
Amigxs Del M.A.R.,1739300168.1953225,m_MlSc721Y0,43,10.0,0,
Palomacy Pigeon & Dove Adoptions,1739300168.1953225,CtRhyOE6bDA,9,2.0,0,
She's The First,1739300168.1953225,OsGeoMijWTE,10,0.0,0,0.0
Legacy Youth Leadership,1739300168.1953225,iwbENZeeSd0,23,1.0,0,2.0
United Mitochondrial Disease Foundation,1739300168.1953225,UkWbeDkSdwk,14,0.0,0,0.0
National Eating Disorders Association,1739300168.1953225,mBy0oNhDaBU,33,4.0,0,0.0
Malala Fund,1739300168.1953225,RqAx5SeGT_Y,32,0.0,0,1.0
Communitopia,1739300168.4197474,9FNLoRhAWHg,31,3.0,0,0.0
WaterAid,1739300168.4197474,vaXmiy0ph4Q,24,3.0,0,0.0
Equal Justice Initiative,1739300168.4197474,q2XWX4eGSzk,4,0.0,0,0.0
Limbs for Life,1739300168.4197474,4G6nNGHT2wg,32,2.0,0,0.0
Cosmopolitan Party Foundation,1739300168.4197474,snHhDawECpc,30,1.0,0,0.0
Prison Book Program,1739300168.4197474,LFQHTOF7OP4,12,1.0,0,2.0
Legacy Youth Leadership,1739300168.4197474,nHadd1lvsk0,1290,158.0,0,24.0
She's The First,1739300168.4197474,6gLDG345BYA,10,2.0,0,2.0
Encouraging Women Across All Borders,1739300168.4197474,omk-RAUXtRs,4,0.0,0,0.0
Collaborative Family Healthcare Association,1739300168.4197474,192Sy3VILDk,25,1.0,0,0.0
PCHR,1739300168.4197474,hSYhBJEK2NQ,21,7.0,0,2.0
UNRWA USA,1739300168.4197474,M3r0Q73sfpw,23,7.0,0,2.0
FREE2LUV,1739300168.4197474,vEs8R03-h-8,17,1.0,0,0.0
Disability EmpowHer Network,1739300168.4197474,KaCAFG1oKgI,10,0.0,0,0.0
Prison Book Program,1739300168.4197474,GMIge_zAqRA,19,1.0,0,0.0
The Northwest Hub,1739300168.4197474,r8B00aaAay4,13,1.0,0,1.0
Not Forgotten,1739300168.4197474,tNlmWBTOxtg,14,1.0,0,0.0
ACLU,1739300168.4197474,oZWke0AjPUg,20,0.0,0,
